cognome,nome,classe,disciplina,data_valutazione,voto,tipo
Boito,Carla,5CIT,Lingua e Letteratura Italiana,2024-03-15,6.5,pratico
Monaco,Graziano,3BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-02-04,3.7,pratico
Vianello,Ezio,4BIT,Lingua Inglese,2023-11-08,8.7,pratico
Taliani,Maurizio,4BIT,Lingua e Letteratura Italiana,2023-10-27,9.9,pratico
Maderna,Laureano,5CIT,Storia,2024-04-02,8.4,scritto
Crespi,Damiano,3BIT,Storia,2023-12-29,4.1,scritto
Bajardi,Arturo,5CIT,Informatica,2023-12-13,6.5,orale
Benedetti,Sophia,3BIT,Lingua e Letteratura Italiana,2024-02-04,7.7,orale
Alfieri,Ivan,3BIT,Informatica,2024-04-19,8.4,pratico
Zabarella,Fedele,4BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2023-12-25,6.6,orale
Montalcini,Niccolò,5CIT,Lingua e Letteratura Italiana,2024-02-24,8.6,pratico
Maderna,Laureano,5CIT,Matematica,2024-04-04,5.1,scritto
Pontecorvo,Mirko,5CIT,Storia,2024-01-29,4.0,scritto
Carfagna,Zaira,4BIT,Gestione Progetto e Organizzazione d'Impresa,2023-09-25,5.8,orale
Ricci,Rita,3BIT,Lingua e Letteratura Italiana,2024-05-01,4.9,scritto
Stefanelli,Amadeo,4BIT,Scienze Motorie e Sportive,2024-04-11,7.8,scritto
Esposito,Maurilio,3BIT,Scienze Motorie e Sportive,2024-03-23,3.4,pratico
Florio,Veronica,5CIT,Storia,2024-01-23,3.6,scritto
Ricci,Rita,3BIT,Matematica,2023-12-01,5.4,orale
Bajamonti,Tonino,3BIT,Matematica,2024-02-23,8.3,orale
Gonzaga,Ettore,5CIT,Storia,2024-04-26,5.5,orale
Blasi,Mirko,4BIT,Storia,2024-01-23,6.5,pratico
Giorgetti,Alfredo,4BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-01-02,5.2,scritto
Natta,Ludovico,5CIT,Storia,2023-10-23,8.5,scritto
Ricci,Rita,3BIT,Lingua e Letteratura Italiana,2024-04-08,3.7,orale
Giorgetti,Alfredo,4BIT,Religione Cattolica,2024-06-04,5.3,scritto
Staglieno,Pierluigi,5CIT,Lingua e Letteratura Italiana,2024-01-31,8.0,scritto
Gianetti,Elisa,4BIT,Informatica,2023-12-22,7.7,orale
Antonelli,Maura,3BIT,Informatica,2024-03-28,6.6,pratico
Caffarelli,Luca,4BIT,Matematica,2023-11-01,9.8,pratico
Tamburini,Gemma,4BIT,Lingua e Letteratura Italiana,2024-02-18,5.6,scritto
Coardi,Franco,4BIT,Scienze Motorie e Sportive,2024-05-13,4.6,orale
Alighieri,Gabriele,5CIT,Religione Cattolica,2023-10-03,7.5,orale
Coardi,Franco,4BIT,Scienze Motorie e Sportive,2023-11-25,9.5,scritto
Zacchia,Romina,4BIT,Lingua Inglese,2024-05-08,10.0,scritto
Roero,Alberto,4BIT,Gestione Progetto e Organizzazione d'Impresa,2023-11-20,6.6,pratico
Delle,Fulvio,5CIT,Storia,2023-11-25,9.1,scritto
Staglieno,Pierluigi,5CIT,Gestione Progetto e Organizzazione d'Impresa,2023-10-20,4.3,pratico
Caffarelli,Luca,4BIT,Scienze Motorie e Sportive,2024-04-12,8.9,scritto
Monaco,Graziano,3BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-03-26,6.4,orale
Gentilini,Lina,3BIT,Lingua Inglese,2023-11-07,7.1,scritto
Seddio,Germana,3BIT,Lingua e Letteratura Italiana,2024-01-13,7.5,orale
Balotelli,Roberto,4BIT,Lingua Inglese,2024-06-05,6.2,pratico
Cafarchia,Alessandro,3BIT,Lingua e Letteratura Italiana,2024-03-11,8.3,pratico
Cimini,Tatiana,5CIT,Matematica,2024-01-31,7.0,orale
Mezzetta,Marcello,4BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2023-12-26,6.6,scritto
Ceri,Augusto,4BIT,Informatica,2023-10-28,9.8,orale
Bajardi,Arturo,5CIT,Lingua e Letteratura Italiana,2024-02-10,8.7,orale
Caffarelli,Luca,4BIT,Matematica,2023-09-24,4.9,orale
Schiavo,Amedeo,5CIT,Informatica,2023-11-20,3.1,scritto
Monte,Berenice,3BIT,Sistemi e Reti,2024-01-22,4.8,orale
Delle,Fulvio,5CIT,Gestione Progetto e Organizzazione d'Impresa,2024-01-23,4.9,scritto
Bonaventura,Cecilia,4BIT,Religione Cattolica,2024-06-01,3.9,orale
Gonzaga,Ettore,5CIT,Scienze Motorie e Sportive,2023-11-30,8.0,orale
Crespi,Damiano,3BIT,Lingua e Letteratura Italiana,2023-12-05,8.8,scritto
Seddio,Germana,3BIT,Matematica,2024-02-17,7.4,scritto
Rensi,Michelangelo,3BIT,Scienze Motorie e Sportive,2024-05-26,8.4,orale
Roero,Alberto,4BIT,Matematica,2024-03-29,9.8,orale
Bajardi,Arturo,5CIT,Informatica,2024-02-13,9.7,scritto
Marrone,Lisa,3BIT,Religione Cattolica,2024-01-26,7.0,pratico
Ovadia,Telemaco,5CIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-03-30,6.8,scritto
Montalcini,Niccolò,5CIT,Lingua e Letteratura Italiana,2024-01-03,9.9,pratico
Maderna,Laureano,5CIT,Sistemi e Reti,2023-09-29,8.4,orale
Versace,Mattia,4BIT,Storia,2023-11-20,6.3,scritto
Natta,Ludovico,5CIT,Scienze Motorie e Sportive,2024-05-01,5.7,orale
Cipolla,Federica,3BIT,Sistemi e Reti,2024-04-20,5.8,pratico
Lippomano,Alessandro,4BIT,Gestione Progetto e Organizzazione d'Impresa,2024-05-22,3.8,orale
Pezzali,Saverio,5CIT,Lingua e Letteratura Italiana,2023-12-04,5.5,scritto
Crespi,Damiano,3BIT,Informatica,2024-03-10,5.9,scritto
Seddio,Germana,3BIT,Scienze Motorie e Sportive,2024-01-03,6.7,pratico
Rensi,Michelangelo,3BIT,Storia,2024-04-27,3.6,scritto
Zaccardo,Sandro,5CIT,Gestione Progetto e Organizzazione d'Impresa,2024-02-21,9.7,scritto
Maderna,Laureano,5CIT,Storia,2024-02-06,4.9,orale
Pedrazzini,Atenulf,5CIT,Religione Cattolica,2023-12-29,9.3,pratico
Cremonesi,Irma,3BIT,Scienze Motorie e Sportive,2024-06-06,7.2,orale
Nicoletti,Roberta,3BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2023-11-11,7.2,pratico
Pennetta,Griselda,5CIT,Lingua e Letteratura Italiana,2023-11-09,9.3,pratico
Tommaseo,Letizia,5CIT,Lingua e Letteratura Italiana,2024-05-23,9.5,pratico
Versace,Mattia,4BIT,Scienze Motorie e Sportive,2024-02-05,8.4,pratico
Blasi,Mirko,4BIT,Gestione Progetto e Organizzazione d'Impresa,2023-11-02,3.7,pratico
Mezzetta,Marcello,4BIT,Sistemi e Reti,2023-12-25,5.5,orale
Carocci,Emma,5CIT,Informatica,2024-04-25,4.7,pratico
Pedrazzini,Atenulf,5CIT,Lingua e Letteratura Italiana,2023-12-12,9.4,scritto
Alfieri,Ivan,3BIT,Lingua e Letteratura Italiana,2023-11-20,7.6,orale
Monduzzi,Loredana,5CIT,Gestione Progetto e Organizzazione d'Impresa,2024-03-18,4.0,scritto
Nicoletti,Roberta,3BIT,Sistemi e Reti,2024-05-25,4.2,orale
Schiavo,Amedeo,5CIT,Religione Cattolica,2023-11-28,8.4,pratico
Campise,Liberto,3BIT,Lingua e Letteratura Italiana,2023-10-16,9.5,orale
Casini,Valentina,3BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-04-09,3.5,pratico
Cremonesi,Irma,3BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-02-26,8.8,scritto
Alighieri,Gabriele,5CIT,Informatica,2023-09-16,7.1,scritto
Tamburini,Gemma,4BIT,Storia,2023-11-19,3.6,scritto
Palmisano,Allegra,5CIT,Sistemi e Reti,2024-02-17,8.1,scritto
Gentilini,Lina,3BIT,Storia,2024-02-06,3.3,scritto
Versace,Mattia,4BIT,Sistemi e Reti,2024-05-13,3.2,orale
Zaccardo,Sandro,5CIT,Religione Cattolica,2024-02-06,6.6,scritto
Monaco,Graziano,3BIT,Storia,2024-03-20,6.4,orale
Monduzzi,Loredana,5CIT,Storia,2024-04-21,8.4,scritto
Ceri,Augusto,4BIT,Sistemi e Reti,2024-05-22,5.2,scritto
Mezzetta,Marcello,4BIT,Storia,2024-01-05,8.6,scritto
Monte,Berenice,3BIT,Religione Cattolica,2024-03-10,6.1,scritto
Monte,Berenice,3BIT,Scienze Motorie e Sportive,2024-03-10,9.3,pratico
Ricci,Rita,3BIT,Sistemi e Reti,2024-05-20,4.5,pratico
Gemito,Ludovico,3BIT,Religione Cattolica,2024-05-09,7.3,pratico
Cremonesi,Irma,3BIT,Storia,2023-10-05,9.0,orale
Bonaventura,Cecilia,4BIT,Gestione Progetto e Organizzazione d'Impresa,2024-05-22,7.7,orale
Niscoromni,Ermes,4BIT,Matematica,2023-09-26,8.8,pratico
Marrone,Lisa,3BIT,Gestione Progetto e Organizzazione d'Impresa,2024-03-01,9.5,orale
Maderna,Laureano,5CIT,Lingua e Letteratura Italiana,2023-10-29,9.2,pratico
Esposito,Maurilio,3BIT,Scienze Motorie e Sportive,2024-05-09,4.8,scritto
Pezzali,Saverio,5CIT,Lingua e Letteratura Italiana,2023-11-14,5.3,pratico
Cafarchia,Alessandro,3BIT,Sistemi e Reti,2023-12-05,5.0,pratico
Zaccardo,Sandro,5CIT,Informatica,2023-12-06,3.7,scritto
Ovadia,Telemaco,5CIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2023-09-29,4.4,scritto
Bajardi,Arturo,5CIT,Matematica,2024-04-05,5.5,pratico
Tamburini,Gemma,4BIT,Lingua Inglese,2023-10-17,3.6,pratico
Peranda,Alina,3BIT,Storia,2023-10-10,9.1,pratico
Manolesso,Laura,3BIT,Scienze Motorie e Sportive,2023-11-20,8.7,orale
Niscoromni,Ermes,4BIT,Storia,2024-05-14,5.8,pratico
Manolesso,Laura,3BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-02-07,8.1,scritto
Versace,Mattia,4BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-02-15,4.2,orale
Stefanelli,Amadeo,4BIT,Informatica,2023-10-30,4.1,orale
Benedetti,Sophia,3BIT,Storia,2023-10-09,9.7,pratico
Nicoletti,Roberta,3BIT,Storia,2023-10-07,4.1,orale
Caffarelli,Luca,4BIT,Storia,2024-05-17,3.1,pratico
Trentini,Matilda,4BIT,Informatica,2023-10-23,3.7,scritto
Saraceno,Corrado,3BIT,Sistemi e Reti,2023-09-27,4.1,scritto
Ricci,Rita,3BIT,Informatica,2024-01-31,6.6,pratico
Perini,Luigi,5CIT,Storia,2023-11-08,7.9,pratico
Soranzo,Raffaellino,4BIT,Informatica,2024-02-26,3.1,pratico
Campise,Liberto,3BIT,Matematica,2024-05-04,9.8,pratico
Gentilini,Lina,3BIT,Lingua e Letteratura Italiana,2024-05-07,3.9,pratico
Alfieri,Ivan,3BIT,Scienze Motorie e Sportive,2024-04-27,5.7,orale
Monduzzi,Loredana,5CIT,Lingua e Letteratura Italiana,2023-12-26,7.1,pratico
Esposito,Maurilio,3BIT,Matematica,2024-03-18,4.8,orale
Petrocelli,Anita,3BIT,Storia,2023-09-28,7.9,orale
Coardi,Franco,4BIT,Matematica,2024-04-06,5.3,scritto
Alfieri,Ivan,3BIT,Matematica,2024-02-29,4.3,orale
Zabarella,Fedele,4BIT,Gestione Progetto e Organizzazione d'Impresa,2024-04-11,4.7,pratico
Giorgetti,Alfredo,4BIT,Informatica,2023-11-26,6.2,pratico
Coardi,Franco,4BIT,Scienze Motorie e Sportive,2023-09-21,3.3,orale
Caffarelli,Luca,4BIT,Matematica,2024-04-26,5.6,scritto
Simeoni,Mirco,4BIT,Matematica,2024-04-05,4.4,orale
Ceri,Augusto,4BIT,Matematica,2024-03-24,9.9,pratico
Benussi,Giorgio,4BIT,Gestione Progetto e Organizzazione d'Impresa,2024-06-04,4.9,orale
Marrone,Lisa,3BIT,Lingua e Letteratura Italiana,2024-03-23,3.7,scritto
Pontecorvo,Mirko,5CIT,Gestione Progetto e Organizzazione d'Impresa,2024-01-08,7.0,pratico
Pavanello,Marta,5CIT,Gestione Progetto e Organizzazione d'Impresa,2024-03-18,5.3,pratico
Ricci,Rita,3BIT,Lingua Inglese,2024-03-03,5.4,orale
Bajardi,Arturo,5CIT,Matematica,2024-01-11,4.3,orale
Peranda,Alina,3BIT,Matematica,2024-04-16,4.1,pratico
Lippomano,Alessandro,4BIT,Gestione Progetto e Organizzazione d'Impresa,2024-02-07,3.6,scritto
Nicoletti,Roberta,3BIT,Lingua Inglese,2024-06-06,5.3,orale
Vianello,Ezio,4BIT,Sistemi e Reti,2024-03-12,4.4,pratico
Fantoni,Alphons,5CIT,Sistemi e Reti,2024-04-30,6.0,orale
Carocci,Emma,5CIT,Religione Cattolica,2024-05-14,8.7,orale
Carfagna,Zaira,4BIT,Sistemi e Reti,2023-09-15,5.3,scritto
Bonaventura,Cecilia,4BIT,Informatica,2023-10-02,3.2,scritto
Taliani,Maurizio,4BIT,Sistemi e Reti,2023-10-15,8.7,orale
Zaccardo,Sandro,5CIT,Matematica,2023-09-16,5.0,pratico
Alighieri,Gabriele,5CIT,Storia,2024-01-28,7.3,orale
Marrone,Lisa,3BIT,Informatica,2024-03-22,7.0,pratico
Tommaseo,Letizia,5CIT,Gestione Progetto e Organizzazione d'Impresa,2024-04-22,9.1,orale
Versace,Mattia,4BIT,Storia,2023-11-13,5.1,pratico
Bajardi,Arturo,5CIT,Storia,2024-03-29,8.8,pratico
Roero,Alberto,4BIT,Scienze Motorie e Sportive,2024-03-21,8.3,scritto
Carocci,Emma,5CIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2023-10-03,9.3,orale
Carocci,Emma,5CIT,Sistemi e Reti,2024-05-26,3.9,pratico
Cafarchia,Alessandro,3BIT,Scienze Motorie e Sportive,2023-12-27,3.3,scritto
Zabarella,Fedele,4BIT,Sistemi e Reti,2023-10-13,6.4,pratico
Zaccardo,Sandro,5CIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2023-10-11,9.2,scritto
Marrone,Lisa,3BIT,Lingua e Letteratura Italiana,2024-05-13,9.8,orale
Cipolla,Federica,3BIT,Scienze Motorie e Sportive,2024-05-11,9.8,orale
Blasi,Mirko,4BIT,Scienze Motorie e Sportive,2024-05-28,5.5,pratico
Monaco,Graziano,3BIT,Lingua Inglese,2024-04-21,4.4,scritto
Cremonesi,Irma,3BIT,Lingua e Letteratura Italiana,2023-10-16,7.1,orale
Casini,Valentina,3BIT,Storia,2023-11-12,3.2,pratico
Alighieri,Gabriele,5CIT,Informatica,2024-05-16,9.0,scritto
Schiavo,Amedeo,5CIT,Lingua Inglese,2024-03-16,9.2,scritto
Cimini,Tatiana,5CIT,Informatica,2024-02-23,5.4,pratico
Lippomano,Alessandro,4BIT,Matematica,2024-04-22,6.4,scritto
Benedetti,Sophia,3BIT,Informatica,2024-03-05,7.6,orale
Tommaseo,Letizia,5CIT,Religione Cattolica,2023-09-28,8.1,pratico
Bajardi,Arturo,5CIT,Sistemi e Reti,2023-11-26,5.3,pratico
Gemito,Ludovico,3BIT,Informatica,2023-12-29,8.5,scritto
Blasi,Mirko,4BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2023-10-25,9.0,orale
Zaccardo,Sandro,5CIT,Lingua Inglese,2023-09-29,6.7,scritto
Soranzo,Raffaellino,4BIT,Informatica,2024-02-12,9.3,pratico
Ceri,Augusto,4BIT,Matematica,2024-06-04,6.4,scritto
Dossetti,Liberto,4BIT,Sistemi e Reti,2024-05-08,10.0,orale
Matteotti,Patrizia,3BIT,Lingua e Letteratura Italiana,2023-10-18,6.2,orale
Gemito,Ludovico,3BIT,Lingua Inglese,2024-05-15,5.0,pratico
Forza,Hugo,3BIT,Storia,2024-04-22,7.4,pratico
Satriani,Fulvio,4BIT,Lingua e Letteratura Italiana,2024-03-06,7.0,scritto
Gemito,Ludovico,3BIT,Lingua Inglese,2023-12-31,5.3,pratico
Pavanello,Marta,5CIT,Storia,2024-04-05,3.5,scritto
Ceri,Augusto,4BIT,Lingua Inglese,2023-11-29,5.0,pratico
Benedetti,Sophia,3BIT,Sistemi e Reti,2024-04-17,9.7,scritto
Maderna,Laureano,5CIT,Lingua Inglese,2024-03-13,7.8,scritto
Alfieri,Ivan,3BIT,Sistemi e Reti,2024-02-07,7.2,orale
Zabarella,Fedele,4BIT,Sistemi e Reti,2024-06-02,5.8,scritto
Cafarchia,Alessandro,3BIT,Informatica,2023-12-22,6.7,orale
Pedrazzini,Atenulf,5CIT,Matematica,2023-11-03,8.3,scritto
Vianello,Ezio,4BIT,Scienze Motorie e Sportive,2023-10-03,5.0,scritto
Pontecorvo,Mirko,5CIT,Scienze Motorie e Sportive,2023-11-25,4.5,scritto
Boito,Carla,5CIT,Scienze Motorie e Sportive,2023-12-01,8.3,scritto
Benussi,Giorgio,4BIT,Gestione Progetto e Organizzazione d'Impresa,2024-02-21,7.8,pratico
Zaccardo,Sandro,5CIT,Lingua e Letteratura Italiana,2024-05-19,6.0,pratico
Crespi,Damiano,3BIT,Lingua Inglese,2024-04-01,3.9,scritto
Carfagna,Zaira,4BIT,Informatica,2024-03-30,8.5,scritto
Matteotti,Patrizia,3BIT,Storia,2024-05-09,3.9,orale
Monaco,Graziano,3BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2023-12-24,5.2,pratico
Boito,Carla,5CIT,Storia,2023-11-10,6.4,scritto
Fantoni,Alphons,5CIT,Matematica,2024-05-23,7.5,pratico
Tamburini,Gemma,4BIT,Storia,2024-01-20,4.5,pratico
Caffarelli,Luca,4BIT,Matematica,2024-03-13,9.0,pratico
Nicoletti,Roberta,3BIT,Matematica,2024-05-30,8.1,scritto
Ceri,Augusto,4BIT,Sistemi e Reti,2024-02-09,5.1,orale
Bajamonti,Tonino,3BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-02-19,5.3,scritto
Bajardi,Arturo,5CIT,Gestione Progetto e Organizzazione d'Impresa,2023-12-17,6.9,orale
Giorgetti,Alfredo,4BIT,Matematica,2024-03-11,4.0,orale
Trentini,Matilda,4BIT,Sistemi e Reti,2024-02-29,5.9,pratico
Sgarbi,Fortunata,5CIT,Sistemi e Reti,2024-03-30,8.3,scritto
Balotelli,Roberto,4BIT,Scienze Motorie e Sportive,2024-02-14,4.1,pratico
Anichini,Marcella,5CIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2023-10-28,9.7,orale
Alighieri,Gabriele,5CIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2023-10-31,7.8,scritto
Monduzzi,Loredana,5CIT,Informatica,2023-11-03,4.1,pratico
Florio,Veronica,5CIT,Informatica,2024-03-04,6.4,scritto
Coardi,Franco,4BIT,Lingua e Letteratura Italiana,2023-10-23,8.6,scritto
Zabarella,Fedele,4BIT,Lingua e Letteratura Italiana,2023-10-04,5.9,scritto
Monte,Berenice,3BIT,Gestione Progetto e Organizzazione d'Impresa,2023-11-02,8.2,scritto
Alighieri,Gabriele,5CIT,Informatica,2024-05-06,6.3,orale
Zabarella,Fedele,4BIT,Informatica,2024-02-02,4.5,orale
Simeoni,Mirco,4BIT,Matematica,2023-12-04,5.0,pratico
Florio,Veronica,5CIT,Lingua e Letteratura Italiana,2024-03-13,7.8,pratico
Nicoletti,Roberta,3BIT,Sistemi e Reti,2024-03-17,7.0,pratico
Alighieri,Gabriele,5CIT,Lingua Inglese,2023-12-08,5.3,pratico
Alfieri,Ivan,3BIT,Informatica,2024-02-17,7.6,pratico
Pennetta,Griselda,5CIT,Gestione Progetto e Organizzazione d'Impresa,2024-05-07,8.3,orale
Gentilini,Lina,3BIT,Lingua e Letteratura Italiana,2024-01-25,5.9,pratico
Marrone,Lisa,3BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2023-11-25,8.8,pratico
Benedetti,Sophia,3BIT,Matematica,2024-03-22,6.2,pratico
Palmisano,Allegra,5CIT,Sistemi e Reti,2024-01-28,3.9,pratico
Coardi,Franco,4BIT,Informatica,2024-06-02,7.3,pratico
Petrocelli,Manuel,4BIT,Scienze Motorie e Sportive,2023-10-15,7.4,scritto
Lippomano,Alessandro,4BIT,Scienze Motorie e Sportive,2024-01-31,7.5,scritto
Giorgetti,Alfredo,4BIT,Sistemi e Reti,2024-06-05,8.7,scritto
Cipolla,Federica,3BIT,Storia,2024-04-28,8.1,scritto
Stefanelli,Amadeo,4BIT,Informatica,2024-03-29,6.5,orale
Coardi,Franco,4BIT,Lingua Inglese,2024-03-15,3.4,orale
Valier,Carmelo,4BIT,Matematica,2023-10-13,6.9,scritto
Zacchia,Romina,4BIT,Scienze Motorie e Sportive,2024-01-29,8.8,orale
Coardi,Franco,4BIT,Informatica,2024-01-10,5.6,pratico
Montalcini,Niccolò,5CIT,Storia,2024-02-16,4.5,orale
Cimini,Tatiana,5CIT,Lingua Inglese,2024-02-12,7.8,pratico
Coardi,Franco,4BIT,Storia,2024-03-08,3.7,orale
Crespi,Damiano,3BIT,Gestione Progetto e Organizzazione d'Impresa,2023-10-23,3.8,pratico
Ceri,Augusto,4BIT,Matematica,2023-09-18,6.9,scritto
Bajamonti,Tonino,3BIT,Lingua e Letteratura Italiana,2024-05-31,6.4,scritto
Gemito,Ludovico,3BIT,Gestione Progetto e Organizzazione d'Impresa,2024-01-14,9.1,orale
Esposito,Maurilio,3BIT,Gestione Progetto e Organizzazione d'Impresa,2024-01-07,5.9,scritto
Saraceno,Corrado,3BIT,Lingua Inglese,2024-01-12,8.9,pratico
Bongiorno,Simone,3BIT,Religione Cattolica,2024-03-02,9.3,scritto
Staglieno,Pierluigi,5CIT,Lingua e Letteratura Italiana,2024-03-17,7.5,scritto
Esposito,Maurilio,3BIT,Scienze Motorie e Sportive,2023-10-22,7.1,pratico
Zabarella,Fedele,4BIT,Lingua Inglese,2024-06-07,6.5,scritto
Campise,Liberto,3BIT,Scienze Motorie e Sportive,2023-09-16,10.0,pratico
Perini,Luigi,5CIT,Sistemi e Reti,2023-10-05,6.8,orale
Roero,Alberto,4BIT,Lingua e Letteratura Italiana,2024-06-06,4.6,scritto
Monte,Berenice,3BIT,Lingua Inglese,2024-05-27,4.3,pratico
Ceri,Augusto,4BIT,Matematica,2024-01-06,5.3,scritto
Fantoni,Alphons,5CIT,Informatica,2024-01-12,6.1,orale
Gentilini,Lina,3BIT,Sistemi e Reti,2024-03-08,5.8,scritto
Esposito,Maurilio,3BIT,Storia,2024-04-06,4.0,pratico
Zacchia,Romina,4BIT,Sistemi e Reti,2023-11-26,6.9,pratico
Manolesso,Laura,3BIT,Lingua e Letteratura Italiana,2023-09-17,9.4,orale
Simeoni,Mirco,4BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-04-23,6.9,scritto
Gemito,Ludovico,3BIT,Gestione Progetto e Organizzazione d'Impresa,2024-04-12,5.3,orale
Peranda,Alina,3BIT,Lingua Inglese,2023-11-15,8.1,orale
Palmisano,Allegra,5CIT,Informatica,2024-04-22,3.8,pratico
Gentilini,Lina,3BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2023-10-06,4.5,orale
Blasi,Mirko,4BIT,Religione Cattolica,2024-01-06,6.4,pratico
Tamburini,Gemma,4BIT,Matematica,2023-09-21,8.6,pratico
Rensi,Michelangelo,3BIT,Gestione Progetto e Organizzazione d'Impresa,2023-10-13,5.1,orale
Bonaventura,Cecilia,4BIT,Matematica,2024-02-10,4.9,pratico
Gentilini,Lina,3BIT,Matematica,2024-04-17,4.0,scritto
Monduzzi,Loredana,5CIT,Informatica,2023-09-30,4.7,pratico
Tommaseo,Letizia,5CIT,Religione Cattolica,2023-12-26,3.5,scritto
Perini,Luigi,5CIT,Storia,2023-11-16,9.5,orale
Mezzetta,Marcello,4BIT,Religione Cattolica,2023-12-13,6.9,scritto
Rubbia,Domenico,3BIT,Sistemi e Reti,2024-04-17,5.6,scritto
Simeoni,Mirco,4BIT,Gestione Progetto e Organizzazione d'Impresa,2023-10-23,3.7,orale
Mezzetta,Marcello,4BIT,Storia,2023-09-15,6.9,orale
Simeoni,Mirco,4BIT,Lingua Inglese,2024-03-10,3.6,scritto
Zabarella,Fedele,4BIT,Gestione Progetto e Organizzazione d'Impresa,2024-01-22,8.9,pratico
Vianello,Ezio,4BIT,Storia,2024-05-01,6.7,scritto
Bonaventura,Cecilia,4BIT,Lingua Inglese,2023-12-27,7.6,orale
Petrocelli,Anita,3BIT,Storia,2023-09-27,6.3,pratico
Cremonesi,Irma,3BIT,Matematica,2024-01-17,3.1,orale
Seddio,Germana,3BIT,Lingua Inglese,2023-11-03,3.6,orale
Monduzzi,Loredana,5CIT,Gestione Progetto e Organizzazione d'Impresa,2023-11-30,4.1,pratico
Carfagna,Zaira,4BIT,Sistemi e Reti,2024-03-09,4.5,orale
Blasi,Mirko,4BIT,Informatica,2024-01-05,3.3,scritto
Delle,Fulvio,5CIT,Scienze Motorie e Sportive,2023-10-04,7.3,pratico
Coardi,Franco,4BIT,Informatica,2024-03-31,8.3,orale
Anichini,Marcella,5CIT,Gestione Progetto e Organizzazione d'Impresa,2024-05-24,5.4,orale
Staglieno,Pierluigi,5CIT,Sistemi e Reti,2024-02-20,5.1,scritto
Stefanelli,Amadeo,4BIT,Lingua e Letteratura Italiana,2024-03-05,4.4,orale
Carocci,Emma,5CIT,Gestione Progetto e Organizzazione d'Impresa,2024-04-10,3.3,orale
Alighieri,Gabriele,5CIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2023-09-23,6.8,orale
Staglieno,Pierluigi,5CIT,Religione Cattolica,2023-12-31,8.1,pratico
Dossetti,Liberto,4BIT,Lingua e Letteratura Italiana,2023-11-26,7.5,pratico
Maderna,Laureano,5CIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2023-09-21,9.1,scritto
Palmisano,Allegra,5CIT,Gestione Progetto e Organizzazione d'Impresa,2024-03-22,6.3,pratico
Soranzo,Raffaellino,4BIT,Storia,2023-10-04,5.2,scritto
Tamburini,Gemma,4BIT,Scienze Motorie e Sportive,2024-06-07,3.6,scritto
Taliani,Maurizio,4BIT,Scienze Motorie e Sportive,2024-04-15,6.2,pratico
Bajardi,Arturo,5CIT,Sistemi e Reti,2024-01-27,9.5,scritto
Rensi,Michelangelo,3BIT,Gestione Progetto e Organizzazione d'Impresa,2023-11-28,5.3,scritto
Benedetti,Sophia,3BIT,Storia,2024-04-01,8.0,scritto
Carfagna,Zaira,4BIT,Storia,2024-04-18,9.1,orale
Fantoni,Alphons,5CIT,Lingua Inglese,2024-02-20,7.7,scritto
Fantoni,Alphons,5CIT,Lingua Inglese,2023-10-23,7.6,scritto
Monte,Berenice,3BIT,Tecnologie e Progettazione di Sistemi Informatici e di Telecomunicazioni,2024-04-25,5.7,scritto
Gonzaga,Ettore,5CIT,Lingua Inglese,2024-03-11,8.1,orale
Carfagna,Zaira,4BIT,Religione Cattolica,2024-04-04,5.8,orale
Marrone,Lisa,3BIT,Lingua Inglese,2023-12-31,4.5,scritto
Pontecorvo,Mirko,5CIT,Matematica,2023-09-27,3.7,scritto
Coardi,Franco,4BIT,Sistemi e Reti,2024-04-11,6.1,scritto
